,renda_mensal,quantidade_de_cheques_sem_fundo,valor_dos_restritivos,quantidade_de_protestos,valor_dos_protestos,modelo_score_1,modelo_score_2,modelo_score_3,modelo_score_4,id_do_cliente,tipo_de_score,compromentimento_da_renda,response
5772,0.014728038618823602,0,0.0,0.0,0.0,396,688,469,718,884805943,2,25,BOM
776,0.10349598745503182,0,0.0,0.0,0.0,616,640,646,751,926213523,3,25,BOM
1135,0.014205331611474956,0,0.0,0.0,0.0,458,616,545,755,986985236,2,25,BOM
5893,0.023767795098853114,0,0.896551724137931,0.0,0.0,327,259,345,849,187575368,2,25,BOM
66,0.06958152691941087,0,0.0,0.0,0.0,722,598,694,824,599093641,4,25,BOM
9222,0.07536205147126648,0,0.0,0.0,0.0,403,593,268,667,385479243,2,25,BOM
714,0.05771300310549457,0,0.0,0.0,0.0,697,632,568,750,1158948480,3,25,BOM
4889,0.07173384989084647,0,0.8413793103448276,0.0,0.0,107,215,235,652,606766222,1,25,BOM
8226,0.010823109799219015,0,9.489655172413793,0.0,0.0,194,206,250,609,946795526,1,75,BOM
2745,0.010331150262890873,0,0.0,0.0,0.0,551,677,709,673,463666497,3,25,BOM
4545,0.04178581311687113,0,0.0,0.0,0.0,613,682,668,782,320932133,3,25,BOM
5252,0.1034037450419703,0,3.696551724137931,0.0,0.0,220,225,235,677,604208695,1,25,MAU
76,0.10352673492605234,0,0.0,0.0,0.0,733,632,690,845,301080852,4,25,BOM
6474,0.07536205147126648,0,0.5517241379310345,0.0,0.0,87,229,219,642,890651719,1,25,BOM
1069,0.010976847154321553,0,0.0,0.0,0.0,492,599,392,687,228982948,2,25,MAU
3832,0.024167512222119727,0,0.0,0.0,0.0,883,641,650,910,590568551,4,25,BOM
3677,0.010331150262890873,0,0.0,0.0,0.0,729,719,650,771,509458409,4,25,BOM
4750,0.07536205147126648,0,0.0,0.0,0.0,774,679,773,782,597753984,4,25,BOM
7447,0.06189465916428373,0,44.820689655172416,0.0,0.0,127,515,305,580,1189760591,1,100,BOM
7561,0.04821203456015742,0,0.0,2.0,4707.0,269,668,735,585,527726459,1,25,BOM
2261,0.09150447375703348,0,0.0,0.0,0.0,704,633,764,731,901977910,4,25,BOM
2350,0.045414014697291144,0,0.0,0.0,0.0,513,657,523,634,742071579,3,25,MAU
2005,0.0714571226516619,0,0.0,0.0,0.0,461,625,367,673,799433256,2,25,BOM
3739,0.09940657380930419,0,1.4758620689655173,0.0,0.0,109,223,243,655,424329296,1,25,MAU
7482,0.005411554899609504,0,0.0,0.0,0.0,216,618,91,581,695548945,1,25,BOM
7213,0.008332564646557822,0,0.0,0.0,0.0,640,653,588,776,1129719600,3,25,BOM
5906,0.0714571226516619,0,12.49655172413793,16.0,4540.0,189,223,313,657,830367154,1,100,MAU
4306,0.06152568951203763,0,0.0,0.0,0.0,914,684,863,859,69563765,4,25,BOM
3092,0.07154936506472342,0,0.0,0.0,0.0,554,578,481,683,555981043,3,25,MAU
9930,0.003259231928173907,0,0.0,0.0,0.0,762,729,728,779,130579052,4,25,BOM
187,0.07536205147126648,0,45.255172413793105,0.0,0.0,3,207,235,579,52757159,1,100,BOM
9419,0.10494111859299572,0,0.0,0.0,0.0,788,708,798,844,959339587,4,25,BOM
5898,0.0009224241306152528,0,0.0,0.0,0.0,577,667,562,712,359416825,3,25,MAU
1655,0.07536205147126648,0,0.0,0.0,0.0,243,580,273,719,715765587,1,25,BOM
2568,0.07151861759370291,0,0.0,0.0,0.0,556,682,624,703,956782060,3,25,BOM
8900,0.011868523813916301,0,0.0,0.0,0.0,911,775,899,844,405939459,4,25,BOM
2026,0.005903514435937646,0,0.0,0.0,0.0,424,629,575,519,761192138,2,25,BOM
6800,0.06961227439043138,0,0.0,0.0,0.0,891,661,782,960,887119896,4,25,MAU
4766,0.041970297942994186,0,0.0,0.0,0.0,408,606,342,792,702490804,2,25,BOM
7516,0.0035052116963379745,0,13.324137931034484,2.0,275.0,87,194,203,581,96722266,1,100,BOM
1000,0.09949881622236571,0,0.0,0.0,0.0,346,526,449,686,359538612,2,25,BOM
315,0.06669126464348307,0,0.0,0.0,0.0,599,606,484,652,1144455827,3,25,MAU
3816,0.0714571226516619,0,0.0,0.0,0.0,547,584,344,663,45328152,3,25,MAU
6068,0.09949881622236571,0,0.0,0.0,0.0,504,625,563,678,128995821,3,25,BOM
1541,0.09537865510561756,0,0.0,1.0,1880.0,226,189,235,681,1053115577,1,75,BOM
619,0.0955631399317406,0,0.0,0.0,0.0,537,604,456,652,639405138,3,25,BOM
3158,0.0714878701226824,0,0.0,0.0,0.0,703,689,663,808,561705032,4,25,BOM
7597,0.010638624973095964,0,0.0,0.0,0.0,419,632,392,708,837065439,2,25,BOM
8166,0.07536205147126648,0,0.0,0.0,0.0,571,651,564,696,1039110072,3,25,BOM
1149,0.1349506503090121,0,0.0,0.0,0.0,734,684,664,727,115721038,4,25,BOM
9428,0.009070503951050024,0,8.558620689655172,0.0,0.0,47,214,180,584,723072807,1,100,MAU
7448,0.015373735510254283,0,0.0,0.0,0.0,398,598,459,681,523463914,2,25,BOM
3108,0.0067951910955323935,0,2.1379310344827585,0.0,0.0,2,230,180,620,1029976047,1,50,BOM
5842,0.0022138179134766137,0,0.0,0.0,0.0,726,682,636,769,1141898300,4,25,BOM
3233,0.07204132460105156,0,0.0,0.0,0.0,760,694,840,814,781165206,4,25,BOM
9885,0.07536205147126648,0,7.696551724137931,0.0,0.0,3,221,133,581,105490930,1,100,BOM
6320,0.0064262214432862855,0,0.0,0.0,0.0,673,657,619,757,1060057436,3,25,BOM
9336,0.09949881622236571,0,0.0,0.0,0.0,646,620,641,701,680690931,3,25,BOM
2936,0.07536205147126648,0,0.0,0.0,0.0,366,682,498,719,790542805,2,25,BOM
5449,0.005073332718383915,0,10.50344827586207,0.0,0.0,2,206,188,479,1166986422,1,100,BOM
3512,0.008886019124926973,0,0.0,0.0,0.0,433,628,569,599,537104058,2,25,BOM
8764,0.07536205147126648,0,16.76551724137931,0.0,0.0,114,222,196,688,1007810813,1,100,BOM
2758,0.007563877871045108,0,1.5862068965517242,0.0,0.0,179,242,345,544,327995779,1,25,MAU
7184,0.09977554346155028,0,0.0,0.0,0.0,591,607,489,853,507753391,3,25,BOM
9932,0.007563877871045108,0,0.0,0.0,0.0,414,670,486,662,101228385,2,25,BOM
9444,0.07769885926882514,0,0.0,0.0,0.0,934,688,848,924,292921123,4,25,BOM
9384,0.05752851827937151,2,8.151724137931035,0.0,0.0,199,169,250,645,249199590,1,50,BOM
717,0.07194908218799004,0,0.0,0.0,0.0,549,585,440,729,87101093,3,25,BOM
2177,0.008701534298803923,0,19.682758620689654,0.0,0.0,115,218,258,512,299862982,1,100,BOM
4396,0.011284321864526645,0,0.0,0.0,0.0,409,618,335,595,1042763682,2,25,BOM
1035,0.0714878701226824,0,0.0,0.0,0.0,245,599,271,682,326534335,1,25,MAU
5803,0.010454140146972907,0,0.0,0.0,0.0,533,626,575,652,92581508,3,25,BOM
3494,0.07536205147126648,0,0.0,0.0,0.0,684,681,584,721,574979815,3,25,BOM
5730,0.07151861759370291,0,0.0,0.0,0.0,719,677,698,807,765211109,4,25,BOM
7835,0.0017833533191894957,0,0.0,0.0,0.0,474,593,348,646,1211560464,2,25,BOM
6048,0.045414014697291144,0,154.6551724137931,0.0,0.0,127,246,297,684,1002939333,1,100,BOM
6427,0.01340589736494173,0,0.0,0.0,0.0,314,523,192,639,858865312,2,25,MAU
4263,0.01223749346616241,0,0.0,0.0,0.0,688,693,681,673,885293091,3,25,MAU
4312,0.003320726870214924,8,11.289655172413793,0.0,0.0,118,120,250,719,494478608,1,100,BOM
2641,0.07536205147126648,0,0.8275862068965517,0.0,0.0,87,233,227,553,266127983,1,25,MAU
9449,0.012298988408203426,0,4.896551724137931,0.0,0.0,2,234,156,549,32540517,1,50,BOM
560,0.1034037450419703,0,0.0,0.0,0.0,736,632,761,700,779094827,4,25,BOM
1824,0.00162961596408695,0,0.0,8.0,2312.0,67,211,211,588,669121166,1,100,MAU
7552,0.07536205147126648,0,0.0,0.0,0.0,467,621,387,706,907701899,2,25,BOM
6992,0.1034037450419703,0,0.0,0.0,0.0,592,618,443,708,1104022543,3,25,BOM
5162,0.09150447375703348,0,0.0,0.0,0.0,767,678,804,870,423720361,4,25,BOM
8484,0.10755465362973894,0,0.0,0.0,0.0,836,653,771,780,43379560,4,25,BOM
565,0.011069089567383082,0,0.0,0.0,0.0,584,612,487,759,107561309,3,25,BOM
1291,0.010454140146972907,0,0.0,0.0,0.0,393,610,570,653,989299189,2,25,BOM
9800,0.008240322233496293,0,6.793103448275862,0.0,0.0,83,258,180,709,24989723,1,75,BOM
5780,0.00621098914614273,0,0.0,0.0,0.0,445,622,384,693,582043461,2,25,BOM
9470,0.02967130953479076,0,0.0,0.0,0.0,723,715,772,843,717105244,4,25,BOM
4013,0.06543061833164222,0,2.7655172413793103,0.0,0.0,182,231,235,653,641110156,1,50,BOM
1694,0.00685668603757341,0,0.0,0.0,0.0,471,682,535,672,142270604,2,25,BOM
4434,0.06564585062878578,0,0.0,0.0,0.0,999,681,896,863,324463956,4,25,BOM
8879,0.007317898102881033,0,0.0,0.0,0.0,593,660,578,705,174665946,3,25,MAU
9058,0.03114718814377518,0,0.0,0.0,0.0,793,720,792,765,1203522522,4,25,BOM
2825,0.012821695415552066,0,0.0,0.0,0.0,439,589,474,730,129604756,2,25,BOM
7607,0.07536205147126648,0,0.0,0.0,0.0,395,635,589,855,1127162073,2,25,BOM
8970,0.0714878701226824,0,0.0,0.0,0.0,575,648,535,711,314112061,3,25,BOM
2019,0.006518463856347814,0,0.0,0.0,0.0,525,642,515,626,418727094,3,25,BOM
3765,0.08750730252436736,0,0.0,0.0,0.0,689,664,526,770,440039819,3,25,BOM
5379,0.07151861759370291,0,0.4896551724137931,0.0,0.0,61,265,172,647,801503635,1,25,BOM
8797,0.005011837776342898,0,5.586206896551724,0.0,0.0,25,170,180,463,189523960,1,75,BOM
1042,0.09153522122805399,0,0.0,0.0,0.0,602,665,740,727,596901475,3,25,BOM
9743,0.09138148387295145,0,0.0,0.0,0.0,555,639,502,768,729283944,3,25,BOM
8557,0.01276020047351105,0,0.0,0.0,0.0,580,679,608,693,900394679,3,25,BOM
99,0.021461734772314972,0,197.09655172413792,2.0,1575.0,201,217,297,653,643545896,1,100,BOM
2197,0.057559265750392025,0,1.4620689655172414,0.0,0.0,162,233,282,583,187331794,1,25,MAU
5263,0.09962180610644773,0,0.0,0.0,0.0,779,658,617,828,567185447,4,25,BOM
5570,0.0009224241306152528,0,10.655172413793103,0.0,0.0,3,206,156,381,817335945,1,100,BOM
5968,0.1034037450419703,0,0.0,0.0,0.0,868,667,790,733,1181235501,4,25,BOM
9882,0.09553239246072011,0,0.0,0.0,0.0,664,658,669,655,713938782,3,25,BOM
2039,0.061679426867140175,0,0.0,0.0,0.0,712,672,747,807,1170274671,4,25,BOM
7167,0.09949881622236571,0,11.324137931034484,0.0,0.0,215,214,274,607,574249093,1,100,BOM
7339,0.07151861759370291,0,0.0,0.0,0.0,728,715,693,780,626617503,4,25,BOM
8053,0.012452725763305965,0,0.0,0.0,0.0,598,689,595,751,365627962,3,25,BOM
4881,0.07179534483288749,0,1.7310344827586206,0.0,0.0,163,234,313,658,318496393,1,25,MAU
3391,0.09537865510561756,0,4.958620689655173,0.0,0.0,161,257,274,622,1146039058,1,50,BOM
6525,0.011530301632690712,0,0.0,0.0,0.0,473,632,561,657,452462093,2,25,BOM
1120,0.01306767518371614,0,0.0,0.0,0.0,514,655,535,655,574127306,3,25,BOM
1054,0.0714878701226824,0,0.0,0.0,0.0,694,668,634,714,700785786,3,25,MAU
2133,0.07536205147126648,0,8.772413793103448,0.0,0.0,2,215,133,623,325925400,1,100,MAU
9802,0.009070503951050024,0,0.0,0.0,0.0,643,680,750,663,114016020,3,25,BOM
8205,0.01242197829228546,0,1.696551724137931,0.0,0.0,219,228,258,583,914156610,1,25,BOM
1923,0.1074009162746364,0,0.0,0.0,0.0,592,643,358,732,1172101476,3,25,BOM
6278,0.0055652922547120495,0,0.0,0.0,0.0,624,595,577,761,999285723,3,25,BOM
9368,0.012821695415552066,0,0.0,0.0,0.0,678,678,735,774,698350046,3,25,BOM
1698,0.24244380899670998,0,174.48275862068965,0.0,0.0,167,243,305,676,523707488,1,100,MAU
2515,0.1120437843987332,2,0.0,0.0,0.0,338,439,543,738,939366519,2,25,BOM
5430,0.0714878701226824,0,0.0,0.0,0.0,368,602,328,660,13541745,2,25,BOM
7764,0.07536205147126648,0,9.958620689655172,0.0,0.0,2,213,203,591,307657350,1,100,BOM
9246,0.0714878701226824,0,0.0,0.0,0.0,699,681,741,804,880543398,3,25,BOM
1041,0.008148079820434771,0,0.0,0.0,0.0,681,718,689,802,550135267,3,25,BOM
9411,0.0035667066383789914,0,1.9724137931034482,0.0,0.0,161,266,258,481,468050829,1,25,BOM
6388,0.1034037450419703,0,0.0,0.0,0.0,117,549,369,576,92216147,1,25,MAU
7584,0.0714878701226824,0,0.0,0.0,0.0,708,635,629,838,614682377,4,25,BOM
7311,0.002951757217968823,2,73.0551724137931,0.0,0.0,118,131,266,678,171986632,1,100,MAU
477,0.0714878701226824,0,0.0,0.0,0.0,750,684,796,763,1033995018,4,25,BOM
5199,0.008793776711865445,0,6.4206896551724135,0.0,0.0,2,209,156,420,133867301,1,100,MAU
7768,0.014020846785351905,0,5.627586206896551,0.0,0.0,2,228,211,510,5869164,1,100,BOM
1895,0.0714878701226824,0,0.0,0.0,0.0,571,678,787,765,449539205,3,25,BOM
5875,0.00685668603757341,0,0.8275862068965517,0.0,0.0,133,208,227,540,631732557,1,25,BOM
5923,0.011407311748608678,0,0.0,0.0,0.0,315,636,297,711,28643333,2,25,BOM
3689,0.009070503951050024,0,4.36551724137931,0.0,0.0,120,214,188,639,762897156,1,75,BOM
2865,0.1034037450419703,2,0.0,33.0,23132.0,220,132,282,716,459160378,1,100,MAU
3547,0.0027672723918457723,0,1.4758620689655173,0.0,0.0,154,257,250,683,1053724512,1,25,BOM
6491,0.012729453002490544,0,2.5310344827586206,0.0,0.0,192,247,141,423,1115470521,1,50,BOM
5880,0.07158011253574394,0,0.0,0.0,0.0,878,735,711,882,1166742848,4,25,BOM
4320,0.07151861759370291,0,0.0,0.0,0.0,688,626,456,719,285492116,3,25,BOM
4559,0.012083756111059864,0,0.0,0.0,0.0,511,627,506,717,417752798,3,25,BOM
5843,0.005780524551855612,0,0.0,0.0,0.0,625,680,322,598,48738188,3,25,BOM
2562,0.09568612981582265,0,0.0,0.0,0.0,757,687,763,941,1125578842,4,25,BOM
5142,0.07154936506472342,0,0.0,0.0,0.0,682,663,778,739,634168297,3,25,BOM
6766,0.09952956369338621,0,3.117241379310345,0.0,0.0,302,286,337,709,759243546,2,25,MAU
9532,0.09138148387295145,1,0.0,0.0,0.0,345,584,642,676,1184889111,2,25,BOM
7301,0.007410140515942562,0,0.0,0.0,0.0,741,655,437,657,646834145,4,25,BOM
8785,0.10767764351382099,0,0.0,0.0,0.0,911,658,726,885,1203035374,4,25,BOM
8047,0.06967376933247241,1,0.0,0.0,0.0,345,538,696,762,713086273,2,25,BOM
9657,0.0714571226516619,0,0.0,0.0,0.0,480,649,588,725,980165164,2,25,BOM
5891,0.004396888355932722,0,0.0,0.0,0.0,667,645,628,713,1200843208,3,25,BOM
3369,0.1034037450419703,0,0.0,0.0,0.0,450,605,543,709,643911257,2,25,MAU
9652,0.07536205147126648,0,0.0,0.0,0.0,297,601,288,655,471095504,1,25,MAU
1204,0.07536205147126648,0,7.496551724137931,0.0,0.0,177,211,250,665,1140558643,1,25,BOM
4308,0.0030439996310303447,0,0.0,0.0,0.0,542,682,498,702,410567365,3,25,BOM
7159,0.003382221812255941,0,0.0,1.0,6019.0,323,705,640,652,755711723,2,25,BOM
6165,0.07154936506472342,0,0.0,0.0,0.0,538,683,547,759,533206874,3,25,BOM
8654,0.0006149494204101685,0,0.0,3.0,971.0,199,601,252,650,175153094,1,25,MAU
2911,0.09537865510561756,0,0.0,0.0,0.0,890,680,895,909,487780323,4,25,BOM
5471,0.07536205147126648,0,69.35172413793103,0.0,0.0,78,218,211,586,114624955,1,100,MAU
7239,0.01789502813393598,0,0.0,1.0,1227.0,256,683,522,588,1065537851,1,25,BOM
6116,0.011438059219629183,0,27.2,0.0,0.0,175,239,266,623,311067386,1,100,BOM
7095,0.11139808750730253,0,0.0,0.0,0.0,866,660,790,872,468537977,4,25,BOM
5389,0.009992928081665284,0,4.041379310344827,0.0,0.0,39,220,196,507,753884918,1,75,BOM
1950,0.041662823232789095,0,0.0,0.0,0.0,484,638,441,669,166871578,2,25,BOM
6500,0.06961227439043138,0,0.0,0.0,0.0,746,602,688,746,822816360,4,25,BOM
8628,0.07536205147126648,0,0.0,0.0,0.0,438,600,381,663,816605223,2,25,BOM
6034,0.04150908587768656,0,0.0,0.0,0.0,622,611,659,791,51661076,3,25,MAU
6864,0.009654705900439688,0,2.4551724137931035,0.0,0.0,201,242,290,527,795536072,1,25,BOM
6323,0.09568612981582265,0,0.0,0.0,0.0,716,683,714,799,560243588,4,25,BOM
2226,0.09537865510561756,0,0.0,0.0,0.0,547,634,579,737,866781467,3,25,BOM
9828,0.07154936506472342,0,0.0,0.0,0.0,612,680,506,774,549648119,3,25,BOM
8995,0.09959105863542723,0,0.0,0.0,0.0,866,686,781,801,1069435035,4,25,BOM
1573,0.08827598929988008,0,0.0,0.0,0.0,811,690,754,851,1133616784,4,25,BOM
6964,0.09949881622236571,0,0.0,0.0,0.0,774,713,651,896,479377020,4,25,BOM
1533,0.002890262275927806,0,0.0,0.0,0.0,574,635,397,700,1131181044,3,25,MAU
6399,0.01085385727023952,0,0.0,0.0,0.0,343,552,314,641,867146828,2,25,MAU
5411,0.2108046613166067,0,0.0,0.0,0.0,956,701,867,937,677159108,4,25,BOM
9097,0.07536205147126648,0,1.0206896551724138,0.0,0.0,114,275,227,710,750718456,1,25,MAU
4111,0.10275804815053961,0,0.0,0.0,0.0,963,715,770,969,631976131,4,25,BOM
2309,0.09550164498969958,0,0.0,0.0,0.0,857,708,813,677,1040936877,4,25,BOM
7112,0.011345816806567662,0,0.0,0.0,0.0,674,673,648,777,608958388,3,25,BOM
8508,0.001260646311840849,0,0.0,0.0,0.0,439,659,493,636,461474331,2,25,BOM
3520,0.09959105863542723,0,0.0,0.0,0.0,913,680,864,842,1168935014,4,25,BOM
5632,0.07536205147126648,0,27.16551724137931,0.0,0.0,44,228,297,604,335911934,1,100,BOM
287,0.09971404851950925,0,31.324137931034482,0.0,0.0,184,225,250,472,302542296,1,100,BOM
7887,0.09153522122805399,0,0.0,0.0,0.0,381,622,542,746,229835457,2,25,BOM
3226,0.0714571226516619,0,0.0,0.0,0.0,366,663,535,734,361243630,2,25,BOM
6536,0.07536205147126648,4,0.0,0.0,0.0,365,493,613,807,144949918,2,25,BOM
87,0.003781938935522554,0,0.0,0.0,0.0,587,627,606,639,771056885,3,25,BOM
3791,0.009316483719214091,0,0.0,0.0,0.0,454,619,605,631,343097367,2,25,BOM
317,0.09138148387295145,0,12.979310344827587,0.0,0.0,208,231,243,643,242501305,1,100,BOM
6055,0.10792362328198506,0,0.0,0.0,0.0,964,750,807,901,560852523,4,25,BOM
2752,0.09550164498969958,0,0.2206896551724138,0.0,0.0,314,504,305,665,459891100,2,25,BOM
5609,0.07536205147126648,0,0.0,0.0,0.0,838,703,763,796,15733911,4,25,BOM
3100,0.07154936506472342,0,21.379310344827587,0.0,0.0,167,208,243,639,208644519,1,100,BOM
2066,0.0714571226516619,0,0.5793103448275863,0.0,0.0,155,242,274,670,1135200015,1,25,BOM
8269,0.0031977369861328903,0,0.0,0.0,0.0,209,621,277,656,178441343,1,25,BOM
1553,0.0714571226516619,0,0.0,0.0,0.0,134,598,244,517,342366645,1,25,BOM
3284,0.4137994649940042,0,0.0,0.0,0.0,728,662,722,837,623085680,4,25,BOM
6589,0.013897856901269871,0,0.0,0.0,0.0,781,730,585,858,574005519,4,25,BOM
2961,0.0714571226516619,0,0.0,0.0,0.0,685,639,610,742,964820002,3,25,BOM
2731,0.09537865510561756,0,0.0,0.0,0.0,515,628,537,683,326412548,3,25,BOM
8703,0.07536205147126648,1,0.0,0.0,0.0,143,521,279,595,190863617,1,25,MAU
1804,0.07151861759370291,0,0.296551724137931,0.0,0.0,400,311,329,738,1130206748,2,25,BOM
2209,0.0001229898840820337,0,0.0,0.0,0.0,366,1,1,1,210958472,2,25,BOM
2844,0.09952956369338621,0,0.0,0.0,0.0,624,600,688,710,422137130,3,25,BOM
5134,0.005473049841650521,0,0.0,0.0,0.0,582,647,486,688,1060544584,3,25,BOM
8637,0.09940657380930419,0,0.0,0.0,0.0,417,625,331,602,1012316932,2,25,BOM
3565,0.02985579436091381,0,0.0,0.0,0.0,887,643,491,838,121932175,4,25,BOM
1652,0.045414014697291144,0,7.441379310344828,0.0,0.0,47,217,156,635,281229571,1,100,BOM
1925,0.07167235494880546,0,0.0,0.0,0.0,699,676,557,717,1164428895,3,25,MAU
4853,0.0714878701226824,0,0.19310344827586207,0.0,0.0,177,241,211,616,1184280176,1,25,BOM
3942,0.013129170125757157,0,0.0,0.0,0.0,511,586,458,668,48494614,3,25,BOM
651,0.09171970605417704,0,164.60689655172413,0.0,0.0,111,227,227,565,1143846892,1,100,MAU
8688,0.00162961596408695,0,0.0,0.0,0.0,734,645,704,852,1109259384,4,25,BOM
5255,0.007041170863696461,0,0.0,0.0,0.0,504,701,765,682,896253921,3,25,BOM
6798,0.009531716016357654,0,0.0,0.0,0.0,898,737,746,883,142392391,4,25,BOM
828,0.009531716016357654,0,6.172413793103448,0.0,0.0,201,212,211,564,1200964995,1,75,BOM
2730,0.014297574024536477,0,0.0,0.0,0.0,674,690,842,752,1080883013,3,25,MAU
9989,0.010177412907788334,0,0.0,0.0,0.0,563,648,586,567,278915618,3,25,MAU
5025,0.07151861759370291,0,0.0,0.0,0.0,748,652,704,743,701272934,4,25,BOM
7837,0.10764689604280046,0,0.0,0.0,0.0,555,625,539,739,553179942,3,25,BOM
9480,0.018940442148633274,0,0.0,0.0,0.0,670,642,460,839,1006349369,3,25,BOM
8981,0.07536205147126648,0,0.0,0.0,0.0,888,719,868,783,55801834,4,25,BOM
1663,0.07151861759370291,0,0.0,0.0,0.0,612,650,561,785,343706302,3,25,BOM
3464,0.07760661685576362,0,0.0,0.0,0.0,741,692,817,928,366602258,4,25,BOM
7147,0.0714571226516619,0,0.8344827586206897,0.0,0.0,70,266,243,599,1048244097,1,25,MAU
1116,0.04971866064016234,0,0.0,0.0,0.0,611,675,793,750,141539882,3,25,BOM
8889,0.0714878701226824,0,0.0,0.0,0.0,717,678,704,813,846077677,4,25,MAU
2610,0.045414014697291144,0,0.0,0.0,0.0,401,607,431,652,495452904,2,25,BOM
9815,0.06469267902715001,0,0.0,1.0,2194.0,258,220,305,640,800529339,1,100,BOM
3873,0.011991513697998335,0,2.6413793103448278,0.0,0.0,152,228,211,647,252000691,1,50,MAU
7290,0.09537865510561756,0,0.0,0.0,0.0,618,669,574,639,177467047,3,25,BOM
4809,0.02201518925068413,0,0.0,0.0,0.0,670,655,607,681,1183914815,3,25,BOM
8909,0.011284321864526645,0,0.0,0.0,0.0,473,680,322,575,11349579,2,25,BOM
6325,0.007102665805737478,0,0.0,0.0,0.0,697,614,500,730,385357456,3,25,BOM
1902,0.04157058081972757,0,0.0,0.0,0.0,676,680,732,822,847295547,3,25,BOM
5155,0.0714878701226824,0,15.551724137931034,0.0,0.0,70,224,235,663,1041911173,1,100,BOM
8024,0.004120161116748143,0,0.0,0.0,0.0,756,721,797,827,76992772,4,25,BOM
8560,0.07151861759370291,0,0.0,0.0,0.0,714,691,769,719,638796203,4,25,BOM
6993,0.04150908587768656,0,0.0,0.0,0.0,747,643,762,831,257237532,4,25,BOM
6447,0.00033822218122559616,0,0.0,0.0,0.0,558,632,760,732,716861670,3,25,BOM
4840,0.010823109799219015,0,0.0,0.0,0.0,500,653,555,736,301811574,3,25,BOM
471,0.07158011253574394,0,0.0,0.0,0.0,904,710,811,823,1149327307,4,25,BOM
7598,0.0714878701226824,0,0.0,0.0,0.0,518,697,547,717,526630376,3,25,BOM
878,0.008148079820434771,0,0.9586206896551724,0.0,0.0,77,221,188,510,668025083,1,25,BOM
7897,0.0038434338775635707,0,0.0,0.0,0.0,327,658,617,655,289145726,2,25,BOM
1045,0.041601328290748085,0,0.0,0.0,0.0,381,552,316,729,580947378,2,25,BOM
5755,0.07536205147126648,0,0.0,0.0,0.0,473,653,522,793,81986039,2,25,BOM
5063,0.00482735295021984,0,0.0,0.0,0.0,366,614,308,616,188427877,2,25,BOM
135,0.07154936506472342,0,0.0,0.0,0.0,543,635,647,697,219361775,3,25,BOM
5807,0.056267871967530664,0,0.0,0.0,0.0,905,688,797,821,331527602,4,25,BOM
9892,0.0068259385665528985,0,39.855172413793106,1.0,6952.0,177,173,313,635,159564358,1,100,BOM
8284,0.08759954493742889,4,0.0,1.0,601.0,244,455,553,772,19509308,1,25,BOM
2710,0.04150908587768656,0,0.0,0.0,0.0,720,704,765,814,335302999,4,25,BOM
4191,0.045414014697291144,0,5.027586206896552,0.0,0.0,134,240,227,592,1109381171,1,75,MAU
8906,0.03225409710051348,0,0.0,0.0,0.0,738,679,746,754,728796796,4,25,BOM
4919,0.0714878701226824,0,0.0,0.0,0.0,418,644,271,714,1011220849,2,25,BOM
3903,0.3872951449743258,0,246.31724137931033,0.0,0.0,302,250,313,730,628566095,2,100,MAU
6410,0.043599913907081136,0,0.0,0.0,0.0,518,650,628,708,279768127,3,25,BOM
6546,0.055345447836915404,0,0.0,0.0,0.0,579,645,473,850,1110111893,3,25,BOM
3785,0.0714878701226824,0,0.0,0.0,0.0,332,687,649,742,258455402,2,25,BOM
1863,0.07453186975371276,1,0.0,0.0,0.0,339,528,656,734,397292582,2,25,BOM
1090,0.06152568951203763,0,30.179310344827588,0.0,0.0,64,205,188,478,1195362793,1,100,BOM
9884,0.0714878701226824,0,0.0,0.0,0.0,632,610,342,728,89536833,3,25,BOM
5902,0.0714571226516619,0,15.482758620689655,0.0,0.0,307,211,266,693,163096181,2,100,MAU
4365,0.06543061833164222,0,6.2,0.0,0.0,151,225,321,601,403381932,1,50,BOM
5835,0.1034037450419703,0,0.0,0.0,0.0,591,644,620,726,832437533,3,25,BOM
9853,0.0714878701226824,0,0.0,0.0,0.0,522,639,580,714,743776597,3,25,BOM
